iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
OWID_EUR,,Europe,2021/8/13,53437726,142212,125643.571,1151187,1282,1183.857,71464.944,190.187,168.029,1539.54,1.714,1.583,,,,,,,,,,,,,,,,,,,696396659,385811445,325454439,112559,4658975,3523657,93.13,51.6,43.52,0.02,4712,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/8/14,53549160,111434,126540.571,1152322,1135,1197,71613.971,149.026,169.229,1541.058,1.518,1.601,,,,,,,,,,,,,,,,,,,699823170,386700391,328046708,113528,3426511,3624724,93.59,51.72,43.87,0.02,4848,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/8/15,53646955,97795,126929.429,1153377,1055,1210.714,71744.757,130.786,169.749,1542.469,1.411,1.619,,,,,,,,,,,,,,,,,,,702556092,387634370,329915859,113876,2732922,3576350,93.96,51.84,44.12,0.02,4783,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/8/16,53770951,123996,127020.429,1154679,1302,1230,71910.583,165.826,169.871,1544.21,1.741,1.645,,,,,,,,,,,,,,,,,,,705009607,388670864,331576338,115536,2453515,3569132,94.28,51.98,44.34,0.02,4773,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/8/17,53902493,131542,127801.286,1156173,1494,1256.714,72086.5,175.918,170.915,1546.208,1.998,1.681,,,,,,,,,,,,,,,,,,,708128340,389919198,333512858,118589,3118733,3422989,94.7,52.15,44.6,0.02,4578,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/8/18,54051998,149505,128742.571,1157671,1498,1287.714,72286.441,199.941,172.174,1548.211,2.003,1.722,,,,,,,,,,,,,,,,,,,711398620,391172374,335605810,122500,3270280,3322561,95.14,52.31,44.88,0.02,4443,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/8/19,54198486,146488,128996,1159131,1460,1318,72482.347,195.906,172.513,1550.164,1.953,1.763,,,,,,,,,,,,,,,,,,,714629972,392465193,337850578,131277,3231352,3270327,95.57,52.49,45.18,0.02,4374,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/8/20,54343315,144829,129369.857,1160523,1392,1333.714,72676.034,193.687,173.013,1552.025,1.862,1.784,,,,,,,,,,,,,,,,,,,717418558,393555159,339588831,133370,2788586,3003128,95.94,52.63,45.41,0.02,4016,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/8/21,54461093,117778,130276.143,1161776,1253,1350.571,72833.544,157.51,174.225,1553.701,1.676,1.806,,,,,,,,,,,,,,,,,,,719588804,394436749,340903233,134382,2170246,2823662,96.23,52.75,45.59,0.02,3776,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/8/22,54564365,103272,131058.571,1162903,1127,1360.857,72971.655,138.111,175.271,1555.208,1.507,1.82,,,,,,,,,,,,,,,,,,,722129827,395394090,342579877,153587,2541023,2796248,96.57,52.88,45.81,0.02,3740,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/8/23,54690651,126286,131385.714,1164443,1540,1394.857,73140.544,168.889,175.709,1557.268,2.06,1.865,,,,,,,,,,,,,,,,,,,724387233,396246305,344241689,171881,2257406,2768232,96.88,52.99,46.04,0.02,3702,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/8/24,54837358,146707,133552.143,1166135,1692,1423.143,73336.742,196.199,178.606,1559.531,2.263,1.903,,,,,,,,,,,,,,,,,,,727320706,397348535,346129891,192253,2933473,2741767,97.27,53.14,46.29,0.03,3667,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/8/25,54988047,150689,133721.286,1167769,1634,1442.571,73538.266,201.524,178.832,1561.716,2.185,1.929,,,,,,,,,,,,,,,,,,,730379824,398487250,348100216,248292,3059118,2711601,97.68,53.29,46.55,0.03,3626,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/8/26,55131660,143613,133310.571,1169400,1631,1467,73730.327,192.061,178.283,1563.897,2.181,1.962,,,,,,,,,,,,,,,,,,,733315115,399587900,350002639,271280,2935291,2669306,98.07,53.44,46.81,0.04,3570,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/8/27,55248190,116530,129267.857,1170939,1539,1488,73886.168,155.841,172.876,1565.955,2.058,1.99,,,,,,,,,,,,,,,,,,,736082560,400605783,351795311,276115,2767445,2666286,98.44,53.58,47.05,0.04,3566,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/8/28,55380514,132324,131345.857,1172269,1330,1499,74063.132,176.964,175.655,1567.734,1.779,2.005,,,,,,,,,,,,,,,,,,,737800032,401265458,352844300,307105,1717472,2601604,98.67,53.66,47.19,0.04,3479,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/8/29,55482664,102150,131185.571,1173478,1209,1510.714,74199.742,136.61,175.441,1569.351,1.617,2.02,,,,,,,,,,,,,,,,,,,739893766,401972709,354322299,311768,2093734,2537706,98.95,53.76,47.39,0.04,3394,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/8/30,55596042,113378,129341.571,1175040,1562,1513.857,74351.368,151.626,172.975,1571.44,2.089,2.025,,,,,,,,,,,,,,,,,,,742062661,402814173,355808358,340799,2168895,2525061,99.24,53.87,47.58,0.05,3377,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/8/31,55717782,121740,125774.857,1176679,1639,1506.286,74514.177,162.809,168.205,1573.632,2.192,2.014,,,,,,,,,,,,,,,,,,,744610579,403721416,357515756,676745,2547918,2469982,99.58,53.99,47.81,0.09,3303,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/9/1,55874595,156813,126649.714,1178376,1697,1515.286,74723.891,209.714,169.375,1575.901,2.269,2.026,,,,,,,,,,,,,,,,,,,747772116,404658941,359738472,769708,3161537,2484613,100,54.12,48.11,0.1,3323,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/9/2,56014202,139607,126077.429,1180108,1732,1529.714,74910.595,186.703,168.61,1578.217,2.316,2.046,,,,,,,,,,,,,,,,,,,750274326,405559905,361377490,865449,2502210,2422744,100.34,54.24,48.33,0.12,3240,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/9/3,56144743,130541,128079,1181738,1630,1542.714,75085.174,174.579,171.286,1580.397,2.18,2.063,,,,,,,,,,,,,,,,,,,752679981,406312842,363021918,910038,2405655,2371060,100.66,54.34,48.55,0.12,3171,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/9/4,56268466,123723,126850.286,1183164,1426,1556.429,75250.635,165.461,169.643,1582.304,1.907,2.081,,,,,,,,,,,,,,,,,,,754037780,406831512,363874952,926485,1357799,2319678,100.84,54.41,48.66,0.12,3102,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/9/5,56363016,94550,125764.571,1184406,1242,1561.143,75377.081,126.446,168.191,1583.965,1.661,2.088,,,,,,,,,,,,,,,,,,,755665647,407387871,365007282,985006,1627867,2253126,101.06,54.48,48.81,0.13,3013,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/9/6,56471439,108423,125056.714,1186013,1607,1567.571,75522.08,145,167.245,1586.115,2.149,2.096,,,,,,,,,,,,,,,,,,,757294441,407947174,366113248,1061881,1628794,2175969,101.28,54.56,48.96,0.14,2910,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/9/7,56622580,151141,129256.857,1187864,1851,1597.857,75724.209,202.128,172.862,1588.59,2.475,2.137,,,,,,,,,,,,,,,,,,,760260161,408985559,368043134,1152870,2965720,2235655,101.67,54.7,49.22,0.15,2990,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/9/8,56748617,126037,124860.286,1189653,1789,1611,75892.764,168.556,166.982,1590.982,2.393,2.154,,,,,,,,,,,,,,,,,,,762409387,409668188,369496149,1244128,2149226,2091039,101.96,54.79,49.41,0.17,2796,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/9/9,56901049,152432,126692.429,1191393,1740,1612.143,76096.619,203.855,169.432,1593.309,2.327,2.156,,,,,,,,,,,,,,,,,,,764621970,410406017,370943557,1342589,2212583,2049663,102.26,54.89,49.61,0.18,2741,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/9/10,57024946,123897,125743.286,1193081,1688,1620.429,76262.313,165.694,168.163,1595.567,2.257,2.167,,,,,,,,,,,,,,,,,,,766917413,411365516,372267633,1395973,2295443,2033919,102.56,55.01,49.79,0.19,2720,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/9/11,57131001,106055,123219.286,1194480,1399,1616.571,76404.146,141.833,164.787,1597.438,1.871,2.162,,,,,,,,,,,,,,,,,,,768169250,411807653,373086468,1413084,1251837,2018781,102.73,55.07,49.89,0.19,2700,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/9/12,57223894,92893,122982.571,1195692,1212,1612.286,76528.376,124.23,164.471,1599.059,1.621,2.156,,,,,,,,,,,,,,,,,,,769286067,412168148,373876890,1470790,1116817,1945774,102.88,55.12,50,0.2,2602,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/9/13,57332368,108474,122989.857,1197330,1638,1616.714,76673.444,145.068,164.48,1601.249,2.191,2.162,,,,,,,,,,,,,,,,,,,770424130,412871428,374320617,1483790,1138063,1875670,103.03,55.22,50.06,0.2,2508,,747747396,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2021/9/14,57456204,123836,119089.143,1199406,2076,1648.857,76839.056,165.612,159.264,1604.026,2.776,2.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747747396,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/1,34423548,37807,69936.714,744245,62,167.143,76977.469,84.543,156.392,1664.271,0.139,0.374,,,,,,,,,,,,,,,,,,,472535848,265543758,220585562,93742,2511049,2738712,105.67,59.38,49.33,0.02,6124,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/2,34507372,83824,69337.714,744543,298,182.143,77164.915,187.446,155.052,1664.937,0.666,0.407,,,,,,,,,,,,,,,,,,,474867717,266518901,222198989,95396,2331869,2705546,106.19,59.6,49.69,0.02,6050,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/3,34577088,69716,68066.571,744859,316,200.429,77320.813,155.898,152.21,1665.644,0.707,0.448,,,,,,,,,,,,,,,,,,,477601808,267680807,223998643,97178,2734091,2624464,106.8,59.86,50.09,0.02,5869,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/4,34657534,80446,67700.429,745098,239,189.571,77500.706,179.892,151.391,1666.178,0.534,0.424,,,,,,,,,,,,,,,,,,,480342983,268835018,225671704,98859,2741175,2537751,107.41,60.12,50.46,0.02,5675,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/5,34734882,77348,67327.286,745366,268,220,77673.67,172.965,150.556,1666.777,0.599,0.492,,,,,,,,,,,,,,,,,,,483068128,269985384,227342305,100665,2725145,2475269,108.02,60.37,50.84,0.02,5535,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/6,34810511,75629,67245.429,745634,268,226.429,77842.791,169.121,150.373,1667.377,0.599,0.506,,,,,,,,,,,,,,,,,,,485166377,270815084,228654419,102653,2098249,2393140,108.49,60.56,51.13,0.02,5352,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/7,34860476,49965,67819.286,745742,108,222.714,77954.522,111.731,151.657,1667.618,0.242,0.498,,,,,,,,,,,,,,,,,,,486727318,271492064,229607697,103565,1560941,2386074,108.84,60.71,51.34,0.02,5336,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/8,34901753,41277,68315,745838,96,227.571,78046.825,92.303,152.765,1667.833,0.215,0.509,,,,,,,,,,,,,,,,,,,489209640,272233273,231429959,103935,2482322,2381970,109.4,60.88,51.75,0.02,5327,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/9,34971254,69501,66268.857,746168,330,232.143,78202.242,155.417,148.19,1668.571,0.738,0.519,,,,,,,,,,,,,,,,,,,491189675,273067297,232859889,105612,1980035,2331708,109.84,61.06,52.07,0.02,5214,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/10,35045603,74349,66930.714,746484,316,232.143,78368.5,166.258,149.67,1669.277,0.707,0.519,,,,,,,,,,,,,,,,,,,493685317,274156194,234338745,107341,2495642,2297644,110.4,61.31,52.4,0.02,5138,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/11,35129349,83746,67402.143,746797,313,242.714,78555.772,187.272,150.724,1669.977,0.7,0.543,,,,,,,,,,,,,,,,,,,496370433,275289918,235913278,108921,2685116,2289636,111,61.56,52.75,0.02,5120,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/12,35210224,80875,67906,747089,292,246.143,78736.624,180.852,151.85,1670.63,0.653,0.55,,,,,,,,,,,,,,,,,,,498775610,276340733,237425242,110734,2405177,2243926,111.54,61.79,53.09,0.02,5018,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/13,35287661,77437,68164.286,747379,290,249.286,78909.787,173.164,152.428,1671.279,0.648,0.557,,,,,,,,,,,,,,,,,,,500533406,277034562,238531939,112559,1757796,2195290,111.93,61.95,53.34,0.03,4909,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/14,35340755,53094,68611.286,747544,165,257.429,79028.515,118.728,153.428,1671.648,0.369,0.576,,,,,,,,,,,,,,,,,,,501690399,277539654,239238905,113528,1156993,2137583,112.19,62.06,53.5,0.03,4780,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/15,35384261,43506,68929.714,747668,124,261.429,79125.803,97.288,154.14,1671.925,0.277,0.585,,,,,,,,,,,,,,,,,,,503774161,278260456,240672078,113876,2083762,2080646,112.65,62.22,53.82,0.03,4653,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/16,35448085,63824,68118.714,748073,405,272.143,79268.525,142.722,152.326,1672.831,0.906,0.609,,,,,,,,,,,,,,,,,,,505475720,278970655,241921005,115536,1701559,2040864,113.03,62.38,54.1,0.03,4564,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/17,35520573,72488,67852.857,748509,436,289.286,79430.622,162.097,151.732,1673.806,0.975,0.647,,,,,,,,,,,,,,,,,,,507624867,279852487,243271113,117300,2149147,1991364,113.51,62.58,54.4,0.03,4453,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/18,35602214,81641,67552.143,748998,489,314.429,79613.186,182.564,151.059,1674.899,1.093,0.703,,,,,,,,,,,,,,,,,,,509861990,280757476,244697486,119077,2237123,1927365,114.01,62.78,54.72,0.03,4310,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/19,35677683,75469,66779.857,749450,452,337.286,79781.949,168.763,149.332,1675.91,1.011,0.754,,,,,,,,,,,,,,,,,,,511890931,281572162,246236685,120921,2028941,1873617,114.47,62.96,55.06,0.03,4190,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/20,35750752,73069,66155.857,749854,404,353.571,79945.345,163.396,147.937,1676.813,0.903,0.791,,,,,,,,,,,,,,,,,,,513524676,282217527,247277283,123014,1633745,1855896,114.83,63.11,55.3,0.03,4150,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/21,35805406,54654,66378.714,750097,243,364.714,80067.561,122.217,148.435,1677.357,0.543,0.816,,,,,,,,,,,,,,,,,,,514515681,282630254,247893513,124026,991005,1832183,115.06,63.2,55.43,0.03,4097,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/22,35848042,42636,66254.429,750328,231,380,80162.903,95.342,148.157,1677.873,0.517,0.85,,,,,,,,,,,,,,,,,,,516300404,283318898,249097783,124572,1784723,1789463,115.45,63.36,55.7,0.03,4002,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/23,35908852,60810,65823.857,750937,609,409.143,80298.886,135.982,147.194,1679.235,1.362,0.915,,,,,,,,,,,,,,,,,,,518016214,283995300,250348893,126361,1715810,1791499,115.84,63.51,55.98,0.03,4006,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/24,35992376,83524,67400.429,751536,599,432.429,80485.661,186.775,150.72,1680.575,1.339,0.967,,,,,,,,,,,,,,,,,,,519954523,284732774,251628253,128569,1938309,1761379,116.27,63.67,56.27,0.03,3939,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/25,36072439,80063,67175,752103,567,443.571,80664.697,179.036,150.216,1681.842,1.268,0.992,,,,,,,,,,,,,,,,,,,521851057,285470017,252894060,130970,1896534,1712724,116.7,63.84,56.55,0.03,3830,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/26,36142272,69833,66369.857,752630,527,454.286,80820.857,156.16,148.415,1683.021,1.178,1.016,,,,,,,,,,,,,,,,,,,523782903,286234621,254151366,133923,1931846,1698853,117.13,64.01,56.83,0.03,3799,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/27,36185075,42803,62046.143,753101,471,463.857,80916.572,95.715,138.747,1684.074,1.053,1.037,,,,,,,,,,,,,,,,,,,525354414,286809749,255193818,137703,1571511,1689963,117.48,64.14,57.07,0.03,3779,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/28,36253984,68909,64082.571,753366,265,467,81070.665,154.093,143.301,1684.667,0.593,1.044,,,,,,,,,,,,,,,,,,,526340624,287188289,255820590,139791,986210,1689278,117.7,64.22,57.21,0.03,3778,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/29,36294038,40054,63713.714,753583,217,465,81160.234,89.568,142.476,1685.152,0.485,1.04,,,,,,,,,,,,,,,,,,,527889176,287687592,256967246,141012,1548552,1655539,118.05,64.33,57.46,0.03,3702,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/30,36347625,53587,62681.857,754183,600,463.714,81280.064,119.831,140.168,1686.494,1.342,1.037,,,,,,,,,,,,,,,,,,,529403134,288288425,258062308,147600,1513958,1626703,118.38,64.47,57.71,0.03,3638,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/8/31,36404575,56950,58885.571,754810,627,467.714,81407.415,127.351,131.679,1687.896,1.402,1.046,,,,,,,,,,,,,,,,,,,531258143,288938513,259336765,482886,1855009,1614803,118.8,64.61,57.99,0.11,3611,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/9/1,36489548,84973,59587,755348,538,463.571,81597.43,190.015,133.248,1689.099,1.203,1.037,,,,,,,,,,,,,,,,,,,532934806,289533639,260455464,539340,1676663,1583393,119.17,64.75,58.24,0.12,3541,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/9/2,36554735,65187,58923.286,755932,584,471.714,81743.201,145.77,131.763,1690.405,1.306,1.055,,,,,,,,,,,,,,,,,,,534542321,290102204,261550233,618220,1607515,1537060,119.53,64.87,58.49,0.14,3437,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/9/3,36608857,54122,60540.286,756468,536,481,81864.228,121.027,135.379,1691.603,1.199,1.076,,,,,,,,,,,,,,,,,,,535815508,290572673,262348850,661971,1273187,1494442,119.82,64.98,58.67,0.15,3342,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/9/4,36664268,55411,58612,756852,384,498,81988.137,123.909,131.067,1692.462,0.859,1.114,,,,,,,,,,,,,,,,,,,536656852,290887413,262888347,678418,841344,1473747,120.01,65.05,58.79,0.15,3296,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/9/5,36693060,28792,57003.143,757096,244,501.857,82052.521,64.384,127.47,1693.008,0.546,1.122,,,,,,,,,,,,,,,,,,,537705376,291240449,263672975,710871,1048524,1402314,120.24,65.13,58.96,0.16,3136,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/9/6,36731783,38723,54879.714,757688,592,500.714,82139.113,86.592,122.721,1694.332,1.324,1.12,,,,,,,,,,,,,,,,,,,538856608,291638093,264485014,769787,1151232,1350496,120.5,65.22,59.14,0.17,3020,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/9/7,36800208,68425,56519,758357,669,506.714,82292.124,153.011,126.387,1695.828,1.496,1.133,,,,,,,,,,,,,,,,,,,540596924,292187908,265696257,843372,1740316,1334112,120.89,65.34,59.41,0.19,2983,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/9/8,36849255,49047,51386.714,758944,587,513.714,82401.802,109.678,114.91,1697.14,1.313,1.149,,,,,,,,,,,,,,,,,,,542074629,292670845,266695136,919939,1477705,1305689,121.22,65.45,59.64,0.21,2920,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/9/9,36925551,76296,52973.714,759527,583,513.571,82572.414,170.612,118.459,1698.444,1.304,1.148,,,,,,,,,,,,,,,,,,,543344779,293085180,267540226,1003567,1270150,1257494,121.5,65.54,59.83,0.22,2812,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/9/10,36973781,48230,52132,760055,528,512.429,82680.266,107.851,116.577,1699.625,1.181,1.146,,,,,,,,,,,,,,,,,,,544585866,293505092,268353880,1055670,1241087,1252908,121.78,65.63,60.01,0.24,2802,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/9/11,37016576,42795,50329.714,760334,279,497.429,82775.963,95.698,112.547,1700.249,0.624,1.112,,,,,,,,,,,,,,,,,,,545346645,293770082,268861057,1072781,760779,1241399,121.95,65.69,60.12,0.24,2776,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/9/12,37049975,33399,50987.857,760573,239,496.714,82850.65,74.686,114.018,1700.783,0.534,1.111,,,,,,,,,,,,,,,,,,,546118473,293995646,269464176,1104615,771828,1201871,122.12,65.74,60.26,0.25,2688,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/9/13,37089684,39709,51128.714,761230,657,506,82939.446,88.797,114.333,1702.252,1.469,1.132,,,,,,,,,,,,,,,,,,,546420534,294093611,269678348,1117615,302061,1080561,122.19,65.76,60.31,0.25,2416,,447189915,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021/9/14,37148377,58693,49738.429,762082,852,532.143,83070.695,131.248,111.224,1704.157,1.905,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447189915,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/1,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/2,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/3,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/4,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/5,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/6,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/7,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/8,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/9,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/10,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/11,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/12,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/13,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/14,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/15,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/16,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/17,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/18,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/19,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/20,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/21,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/22,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/23,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2021/8/24,721,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
